ciclo,ccaa,prov,nvivi,nivel,npers,edad5,relpp1,sexo1,ncony,npadre,nmadre,rellmili,eciv1,prona1,regna1,nac1,exregna1,anore1,nforma2,rellb,edadest,cursr,ncursr2,cursnr,ncurnr2,hcurnr,rellb,trarem,ayudfa,ausent,rznotb,vincul,nuevem,ocup1,act11,situ,sp,ducon1,ducon2,ducon3,tcontm,tcontd,dren,dcom,proest,regest,parco1,parco2,horasp,horash,horase,extra,extpag,extnpg,rzdifh,traplu,ocuplu1,actplu11,sitplu,horplu,mashor,dismas,rzndish,hordes,busotr,busca,desea,fobact,nbusca,asala,embus,itbu,disp,rzndis,empant,dtant,ocupa,acta1,situa,ofemp,sidi1,sidi2,sidi3,sidac1,sidac2,mun1,prore1,repaire1,traant,aoi,cse,factorel,factorel
180,1,18,21136,2,3,10,5,1,0,0,2,,,18,,2,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,115,,,,17005,
180,1,18,21136,2,4,0,5,1,0,0,2,,,18,,2,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,115,,,,22502,
180,1,18,21137,1,1,50,1,1,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,7,5,3,,,,,,,,3,18,,1,,,7000,7000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,8,16793,
180,1,18,21137,1,2,45,2,6,1,0,0,,2,,350,2,350,13,SU,,30,3,,3,,,,1,,,,,,9,7,8,,1,6,,,,56,56,18,,6,5,2000,2000,2000,6,,,,6,,,,,1,1,,40,1,,,1,,1,1,7,1,,,,,,,2,3,6,,1,1,1,,,,3,14,16793,
180,1,18,21137,2,3,10,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17005,
180,1,18,21137,2,4,10,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21138,1,1,55,1,1,2,0,3,,2,18,,1,,,S1,,56,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,6,3,1,27,,,,3,4,5,,,,1,,,,9,,20494,
180,1,18,21138,1,2,55,2,6,1,0,0,,2,18,,1,,,SG,,18,3,,3,,,,6,6,1,1,1,,9,9,8,,1,1,,,,15,18,18,,6,5,1500,1500,0,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,3,14,20494,
180,1,18,21138,1,3,65,6,6,0,0,0,,3,18,,1,,,P2,,12,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,,1,,,,9,,20494,
180,1,18,21139,1,1,60,1,6,2,0,0,,2,8,,1,,,SU,,19,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,342,,,,2,3,,,,,1,,,,6,,20895,
180,1,18,21139,1,2,65,2,1,1,0,0,,2,18,,1,,,SU,,20,3,,2,PE,0,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,32,,,,3,2,3,1,,,1,,,,9,,20895,
180,1,18,21140,1,1,40,1,6,2,0,0,,2,18,,1,,,SP,,17,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,3,5,1,,1,128,,,,2,3,,,2,2,1,,,,6,,20832,
180,1,18,21140,1,2,45,2,1,1,0,0,,2,18,,1,,,SU,,20,3,,3,,,,6,6,1,1,1,,7,5,3,,,,,,,,154,18,,1,,,6000,0,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,8,20832,
180,1,18,21140,1,3,16,3,6,0,2,1,,1,18,,1,,,S1,,16,2,SP,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,6,,,,,3,1,3,,,,1,,,,9,,20832,
180,1,18,21140,2,4,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21141,1,1,40,1,6,2,0,0,,2,18,,1,,,SU,,26,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,4,8,1,,1,94,,,,2,3,,,2,2,1,,,,6,,23834,
180,1,18,21141,1,2,35,2,1,1,0,0,,2,18,,1,,,SU,,22,3,,3,,,,6,6,1,1,1,,7,3,8,,1,1,,,,88,148,18,,1,,3000,3000,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,4,5,,1,1,1,,,,4,16,23834,
180,1,18,21141,2,3,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17796,
180,1,18,21141,2,4,5,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17796,
180,1,18,21141,2,5,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17285,
180,1,18,21142,1,1,65,1,6,0,0,0,,1,14,,1,,,P2,,13,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,57,,,,3,2,3,,,,1,,,,9,,18630,
180,1,18,21142,1,2,65,7,6,0,0,0,,4,14,,1,,,P2,,14,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,747,,,,,3,,,,,1,,,,9,,18630,
180,1,18,21143,1,1,65,1,6,2,0,0,,2,18,,1,,,P2,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,8,,,,6,4,6,,,,,3,3,,,,,1,,,,9,,20913,
180,1,18,21143,1,2,65,2,1,1,0,0,,2,18,,1,,,P2,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,99,,,,3,2,3,,,,1,,,,9,,20913,
180,1,18,21144,1,1,30,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,3,4,8,,1,1,,,,186,186,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,15,32207,
180,1,18,21144,1,2,30,2,6,1,0,0,,2,18,,1,,,S1,,18,3,,3,,,,1,,,,,,4,7,8,,6,,6,3,,1,1,18,,6,6,3000,3000,3000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,32207,
180,1,18,21144,2,3,5,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17796,
180,1,18,21144,2,4,0,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20211,
180,1,18,21145,1,1,35,1,1,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,6,0,3,,,,,,,,30,18,,1,,,5000,5000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,2,30193,
180,1,18,21145,1,2,30,2,6,1,0,0,,2,18,,1,,,SG,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,2,4,6,2,1,7,7,1,8,1,3,,,2,2,1,,,,9,,30193,
180,1,18,21145,2,3,0,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22502,
180,1,18,21146,1,1,45,1,6,0,0,0,,4,18,,1,,,S1,,16,3,,3,,,,6,6,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,8,1,1,1,1,,1,1,5,8,8,1,3,,,2,2,1,,,,6,14,18327,
180,1,18,21146,1,2,20,3,6,0,0,1,,1,18,,1,,,S1,,16,1,SG,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,18327,
180,1,18,21146,1,3,16,3,6,0,0,1,,1,18,,1,,,SG,,19,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,18327,
180,1,18,21147,1,1,30,1,6,2,0,0,,1,18,,1,,,SU,,23,3,,1,PE,999,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,6,1,,1,17,,,,2,1,3,,2,2,1,,,,6,,32887,
180,1,18,21147,1,2,40,2,1,1,0,0,,1,8,,1,,,SP,,20,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,31,31,18,,6,5,2000,2000,2000,6,,,,6,,,,,1,1,,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,3,13,32887,
180,1,18,21148,1,1,40,1,1,2,0,0,,2,21,,1,,,SU,,25,3,,3,,,,1,,,,,,0,8,7,1,1,1,,,,360,360,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,18,30460,
180,1,18,21148,1,2,35,2,6,1,0,0,,2,18,,1,,,S1,,25,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,91,,,,2,3,,,2,2,1,,,,6,,30460,
180,1,18,21149,1,1,35,1,6,2,0,0,,2,21,,1,,,SU,,23,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,144,,,,2,3,,,2,2,1,,,,9,,21479,
180,1,18,21149,1,2,45,2,1,1,0,0,,2,18,,1,,,SG,,18,3,,3,,,,1,,,,,,7,1,1,,,,,,,,324,18,,1,,,9999,9999,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,7,21479,
180,1,18,21149,2,3,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21149,2,4,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17285,
180,1,18,21150,1,1,50,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,9,9,8,,6,,7,0,,28,28,18,,6,5,1000,1000,1000,6,,,,6,,,,,1,1,,40,1,,,1,,1,2,8,1,,,,,,,3,3,,7,1,1,1,,,,3,14,21700,
180,1,18,21150,1,2,50,2,1,1,0,0,,2,18,,1,,,SP,,22,3,,3,,,,1,,,,,,5,7,8,,1,1,,,,14,16,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,14,21700,
180,1,18,21150,2,3,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21151,1,1,35,1,6,2,0,0,,2,18,,1,,,SU,,22,3,,3,,,,1,,,,,,2,8,7,3,1,1,,,,168,168,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,24292,
180,1,18,21151,1,2,35,2,1,1,0,0,,2,18,,1,,,S1,,16,3,,3,,,,1,,,,,,2,5,1,,,,,,,,222,18,,1,,,9999,9999,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,6,24292,
180,1,18,21151,2,3,0,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22502,
180,1,18,21151,2,4,0,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20211,
180,1,18,21152,1,1,35,1,1,2,0,0,,2,,200,3,200,26,SG,,18,3,,3,,,,1,,,,,,7,4,8,,1,1,,,,1,1,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,16,55107,
180,1,18,21152,1,2,25,2,6,1,0,0,,2,,200,3,200,20,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,1,126,,,,3,3,,,,,1,,,,9,,55107,
180,1,18,21152,2,3,10,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17005,
180,1,18,21152,2,4,5,3,6,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17285,
180,1,18,21153,1,1,30,1,6,2,0,0,,1,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,64,,,,2,3,,,2,2,1,,,,6,,40339,
180,1,18,21153,1,2,30,2,1,1,0,0,,1,18,,1,,,S1,,16,3,,3,,,,1,,,,,,9,1,8,,1,1,,,,91,91,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,17,40339,
180,1,18,21154,1,1,40,1,1,2,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,3,1,8,,1,1,,,,235,235,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,13,21172,
180,1,18,21154,1,2,40,2,6,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,2,6,,,,,3,3,,,,,1,,,,9,,21172,
180,1,18,21154,2,3,10,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17005,
180,1,18,21154,2,4,5,3,1,0,1,2,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17796,
180,1,18,21155,1,1,40,1,6,2,0,0,,2,29,,1,,,SU,,22,3,,3,,,,1,,,,,,2,8,7,3,6,,6,10,,0,84,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,23136,
180,1,18,21155,1,2,35,2,1,1,0,0,,2,3,,1,,,S1,,19,3,,3,,,,1,,,,,,0,8,7,1,1,1,,,,157,157,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,18,23136,
180,1,18,21155,2,3,5,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,17285,
180,1,18,21155,2,4,0,3,1,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22502,
180,1,18,21156,1,1,35,1,6,0,0,0,,4,,200,3,200,17,SG,,19,3,,3,,,,1,,,,,,9,5,8,,1,1,,,,11,11,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,17,62179,
180,1,18,21156,2,2,10,3,6,0,0,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21157,1,1,25,1,6,2,0,0,,2,18,,1,,,SU,,18,3,,3,,,,1,,,,,,5,5,8,,6,,6,3,,0,36,18,,6,6,2000,2000,2000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,33327,
180,1,18,21157,1,2,25,2,1,1,0,0,,2,18,,1,,,S1,,18,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,90,90,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,33327,
180,1,18,21158,1,1,50,1,1,2,0,0,,4,18,,1,,,SU,,28,3,,3,,,,1,,,,,,4,8,7,4,1,1,,,,372,372,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,26718,
180,1,18,21158,1,2,20,2,6,1,0,0,,1,18,,1,,,SG,,18,3,,3,,,,1,,,,,,5,5,8,,6,,6,12,,4,28,18,,6,5,3000,3000,3000,6,,,,6,,,,,1,6,5,40,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,3,13,26718,
180,1,18,21159,1,1,50,1,1,0,0,0,,1,18,,1,,,S1,,16,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,2,1,,1,2,8,3,3,2,3,,,2,2,1,,,,6,8,26718,
180,1,18,21159,1,2,20,3,6,0,1,0,,1,4,,1,,,SG,,18,1,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,3,,,,1,,,,9,,26718,
180,1,18,21160,1,1,40,1,1,0,0,0,,1,8,,1,,,SP,,19,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,8,1,,1,2,7,4,8,1,3,,,2,2,1,,,,6,16,40749,
180,1,18,21161,1,1,60,1,6,2,0,0,,2,25,,1,,,P2,,14,3,,3,,,,1,,,,,,5,5,3,,,,,,,,252,18,,1,,,4430,4430,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,8,20895,
180,1,18,21161,1,2,65,2,1,1,0,0,,2,18,,1,,,P1,,11,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,40,,,,3,2,3,,,,1,,,,9,,20895,
180,1,18,21162,1,1,65,1,1,2,0,0,,2,18,,1,,,P1,,13,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,204,,,,,2,,,,,1,,,,9,,20913,
180,1,18,21162,1,2,65,2,6,1,0,0,,2,18,,1,,,P1,,13,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,228,,,,,2,3,,,,1,,,,9,,20913,
180,1,18,21163,1,1,60,1,1,2,0,0,,2,18,,1,,,SU,,25,3,,3,,,,1,,,,,,2,7,1,,,,,,,,360,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,6,18943,
180,1,18,21163,1,2,55,2,6,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,4,7,3,,,,,,,,360,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,8,18943,
180,1,18,21163,1,3,25,3,6,0,1,2,,1,18,,1,,,SG,,18,3,,1,PE,999,,1,,,,,,2,6,8,,6,,6,0,,2,48,18,,1,,9999,9999,9999,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,18943,
180,1,18,21164,1,1,35,1,6,2,0,0,,1,14,,1,,,SP,,18,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,6,4,1,84,,,,3,3,,,,,1,,,,9,,29611,
180,1,18,21164,1,2,45,2,1,1,0,0,,1,18,,1,,,SU,,25,3,,3,,,,1,,,,,,5,5,1,,,,,,,,264,18,,1,,,4000,4000,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,7,29611,
180,1,18,21165,1,1,50,1,1,0,0,2,,1,18,,1,,,S1,,15,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,4,,,,6,2,1,98,,,,2,,,,2,2,1,,,,9,,19890,
180,1,18,21165,1,2,65,6,6,0,0,0,,3,18,,1,,,P1,,9,3,,3,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,246,,,,,2,4,5,,,1,,,,9,,19890,
180,1,18,21165,1,3,60,7,6,0,0,2,,1,18,,1,,,SU,,20,3,,3,,,,6,6,1,1,1,,2,8,7,3,1,1,,,,456,456,18,,1,,3500,3500,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,19890,
180,1,18,21166,1,1,40,1,6,2,0,0,,2,18,,1,,,SP,,18,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,168,168,18,,1,,4000,4000,4000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,22374,
180,1,18,21166,1,2,40,2,1,1,0,0,,2,18,,1,,,SG,,17,3,,3,,,,1,,,,,,5,5,8,,1,1,,,,30,30,18,,1,,4000,5000,5000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,13,22374,
180,1,18,21166,1,3,16,3,1,0,2,1,,1,18,,1,,,SG,,18,2,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,6,,,,1,,6,,,,,3,1,,,,,1,,,,9,,22374,
180,1,18,21166,2,4,10,3,6,0,2,1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16985,
180,1,18,21167,1,1,55,1,1,2,0,0,,2,18,,1,,,SU,,23,3,,3,,,,6,6,1,1,1,,2,8,7,3,1,1,,,,360,360,18,,1,,3730,3730,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,29821,
180,1,18,21167,1,2,55,2,6,1,0,0,,2,18,,1,,,SU,,24,3,,3,,,,6,6,1,1,1,,2,8,7,3,1,1,,,,366,366,18,,1,,3730,3730,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,29821,
180,1,18,21167,1,3,30,3,1,0,1,2,,1,18,,1,,,SU,,25,3,,3,,,,1,,,,,,2,3,8,,1,1,,,,48,48,18,,1,,4000,4500,4500,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,11,29821,
180,1,18,21168,1,1,65,1,1,2,0,0,,2,18,,1,,,SG,,18,3,,3,,,,1,,,,,,4,8,7,4,1,1,,,,168,168,18,,1,,3730,3730,3730,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,13,18957,
180,1,18,21168,1,2,65,2,6,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,1,,,,,,9,8,8,,1,1,,,,240,240,18,,1,,3000,3000,3000,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,14,18957,
180,1,18,21168,1,3,20,3,6,0,1,2,,1,18,,1,,,SG,,18,2,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,6,,,,,3,1,,,,,1,,,,9,,18957,
180,1,18,21169,1,1,50,1,6,2,0,0,,2,18,,1,,,S1,,19,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,5,,,,6,,1,180,,,,3,3,,,,,1,,,,9,,29579,
180,1,18,21169,1,2,55,2,1,1,0,0,,2,18,,1,,,S1,,15,3,,3,,,,6,6,1,1,1,,5,8,7,3,1,1,,,,294,294,18,,1,,3730,3730,0,6,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,3,,,1,1,1,,,,4,14,29579,
180,1,18,21169,1,3,30,3,6,0,2,1,,1,18,,1,,,SU,,22,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,5,7,1,,6,,,,,2,3,,,2,2,1,,,,5,,29579,
180,1,18,21169,1,4,25,3,1,0,2,1,,1,18,,1,,,SU,,18,2,SU,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,6,,,,6,1,1,108,,,,3,1,,,,,1,,,,9,,29579,
180,1,18,21170,1,1,60,1,6,0,0,0,,4,18,,1,,,SU,,21,3,,1,PE,12,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,221,,,,3,2,3,,,,1,,,,9,,27636,
180,1,18,21171,1,1,65,1,6,0,0,0,,1,18,,1,,,SU,,48,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,7,,,,6,4,1,81,,,,3,3,,,,,1,,,,9,,27672,
180,1,18,21172,1,1,30,1,6,2,0,0,,2,18,,1,,,S1,,14,3,,3,,,,6,6,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,3,7,1,,1,60,,,,2,3,,,,,1,,,,6,,32207,
180,1,18,21172,1,2,30,2,1,1,0,0,,2,18,,1,,,S1,,14,3,,3,,,,1,,,,,,5,5,3,,,,,,,,60,18,,1,,,6800,6800,,,,,6,,,,,3,,,,6,,,,,,,,,,,,,,,3,,,,1,1,1,,,,4,8,32207,
